index	species	genome build	chromosome	start	end	element #	any activity
1536	>Human	Hg19	chr2	43444721	43447298	 element 1909 	 positive  
1537	>Human	Hg19	chr1	3262093	3266365	 element 1912 	 positive  
1538	>Human	Hg19	chr22	35982681	35987358	 element 1913 	 negative 
1539	>Human	Hg19	chr3	37810701	37814504	 element 1914 	 negative 
1540	>Human	Hg19	chr11	119759730	119763658	 element 1915 	 positive  
1541	>Human	Hg19	chr16	86898712	86901874	 element 1916 	 negative 
1542	>Human	Hg19	chr17	17439186	17444187	 element 1917 	 positive  
1543	>Human	Hg19	chr2	96923702	96927090	 element 1919 	 positive  
1544	>Human	Hg19	chr11	69308185	69312534	 element 1920 	 positive  
1545	>Human	Hg19	chr6	150496683	150499601	 element 1922 	 positive  
1546	>Human	Hg19	chr22	46942535	46945860	 element 1924 	 positive  
1547	>Human	Hg19	chr8	22828716	22833350	 element 1927 	 positive  
1548	>Human	Hg19	chr14	100039652	100044326	 element 1931 	 positive  
1549	>Human	Hg19	chr15	99257740	99262228	 element 1932 	 positive  
1550	>Human	Hg19	chr2	101726098	101729492	 element 1933 	 positive  
1551	>Human	Hg19	chr20	55734523	55737597	 element 1934 	 negative 
1552	>Human	Hg19	chr4	185305050	185308214	 element 1935 	 negative 
1553	>Human	Hg19	chr2	241307979	241312994	 element 1937 	 positive  
1554	>Human	Hg19	chr2	120244633	120249040	 element 1941 	 positive  
1555	>Human	Hg19	chr15	65377669	65381418	 element 1944 	 negative 
1556	>Human	Hg19	chr2	238522379	238526567	 element 1945 	 positive  
1557	>Human	Hg19	chr7	2651286	2654820	 element 1947 	 negative 
1558	>Human	Hg19	chr19	41936986	41938891	 element 1948 	 positive  
1559	>Human	Hg19	chr10	93348489	93351723	 element 1950 	 positive  
1560	>Human	Hg19	chr2	238221820	238225273	 element 1951 	 positive  
1561	>Human	Hg19	chr3	186664911	186668475	 element 1952 	 negative 
1562	>Human	Hg19	chr4	140682864	140686286	 element 1953 	 negative 
1563	>Human	Hg19	chr6	164382342	164386389	 element 1955 	 positive  
1564	>Human	Hg19	chr10	3087624	3090443	 element 1958 	 positive  
1565	>Human	Hg19	chr16	82767609	82770047	 element 1959 	 positive  
1566	>Human	Hg19	chr3	37805999	37809080	 element 1961 	 positive  
1567	>Human	Hg19	chr8	30135042	30138909	 element 1962 	 positive  
1568	>Human	Hg19	chr9	134110296	134115184	 element 1963 	 positive  
1569	>Human	Hg19	chr2	47295775	47299432	 element 1967 	 positive  
1570	>Human	Hg19	chr2	238803368	238807597	 element 1968 	 positive  
1571	>Human	Hg19	chr20	56014710	56019293	 element 1971 	 positive  
1572	>Human	Hg19	chr6	21586846	21589522	 element 1972 	 negative 
1573	>Human	Hg19	chr12	123546924	123551725	 element 1973 	 negative 
1574	>Human	Hg19	chr10	79972390	79977332	 element 1974 	 positive  
1575	>Human	Hg19	chr16	53813424	53817319	 element 1975 	 negative 
1576	>Human	Hg19	chr3	185513085	185516369	 element 1976 	 positive  
1577	>Human	Hg19	chr11	17434517	17436675	 element 1977 	 positive  
1578	>Human	Hg19	chr11	2846178	2848972	 element 1978 	 negative 
1579	>Human	Hg19	chr4	6298741	6300938	 element 1979 	 positive  
1580	>Human	Hg19	chr10	114757704	114758656	 element 1980 	 positive  
1581	>Human	Hg19	chr10	94209470	94213084	 element 1981 	 negative 
1582	>Human	Hg19	chr3	164170901	164174258	 element 1982 	 negative 
1583	>Human	Hg19	chr9	30935536	30940148	 element 1983 	 negative 
1584	>Human	Hg19	chr5	85679065	85686102	 element 1984 	 negative 
1585	>Human	Hg19	chr9	13314075	13315963	 element 1986 	 negative 
1586	>Human	Hg19	chr7	120536767	120540791	 element 1988 	 negative 
1587	>Human	Hg19	chr1	79541347	79549134	 element 1989 	 positive  
1588	>Human	Hg19	chr3	158486256	158493372	 element 1990 	 positive  
1589	>Human	Hg19	chr13	105768073	105771898	 element 1991 	 positive  
1590	>Human	Hg19	chr13	105779751	105785542	 element 1992 	 negative 
1591	>Human	Hg19	chr3	80596701	80604762	 element 1995 	 positive  
1592	>Human	Hg19	chr1	39629409	39631707	 element 1999 	 negative 
1593	>Human	Hg19	chr9	75758359	75760288	 element 2000 	 negative 
1594	>Human	Hg19	chr3	72368145	72370230	 element 2006 	 negative 
1595	>Human	Hg19	chr5	176076732	176078530	 element 2007 	 positive  
1596	>Human	Hg19	chr2	7025512	7027025	 element 2015 	 negative 
1597	>Human	Hg19	chr4	109893210	109895294	 element 2021 	 negative 
1598	>Human	Hg19	chr17	73347819	73348933	 element 2023 	 negative 
1599	>Human	Hg19	chr22	21953368	21954302	 element 2026 	 positive  
1600	>Human	Hg19	chr2	159885988	159889012	 element 2027 	 positive  
1601	>Human	Hg19	chr8	59769794	59772587	 element 2029 	 negative 
1602	>Human	Hg19	chr3	124304700	124307917	 element 2031 	 negative 
1603	>Human	Hg19	chr17	45368528	45369514	 element 2033 	 positive  
1604	>Human	Hg19	chr2	169971561	169974373	 element 2034 	 negative 
1605	>Human	Hg19	chr16	89384737	89387643	 element 2036 	 negative 
1606	>Human	Hg19	chr3	65589981	65591565	 element 2038 	 negative 
1607	>Human	Hg19	chr2	68419973	68421991	 element 2040 	 positive  
1608	>Human	Hg19	chr3	141579463	141580810	 element 2041 	 positive  
1609	>Human	Hg19	chr12	31867650	31868817	 element 2043 	 negative 
1610	>Human	Hg19	chr20	48291612	48294178	 element 2045 	 negative 
1611	>Human	Hg19	chr11	74781340	74785285	 element 2047 	 negative 
1612	>Human	Hg19	chr10	22981895	22983289	 element 2048 	 positive  
1613	>Human	Hg19	chr6	15508843	15511338	 element 2049 	 negative 
1614	>Human	Hg19	chr20	30261538	30264882	 element 2050 	 positive  
1615	>Human	Hg19	chr1	230280348	230284066	 element 2052 	 negative 
1616	>Human	Hg19	chr5	133772017	133775320	 element 2054 	 negative 
1617	>Human	Hg19	chr11	62366107	62367548	 element 2056 	 negative 
1618	>Human	Hg19	chr5	56678793	56679854	 element 2057 	 negative 
1619	>Human	Hg19	chr2	70360263	70361614	 element 2058 	 negative 
1620	>Human	Hg19	chr7	50564242	50565706	 element 2059 	 positive  
1621	>Human	Hg19	chr6	4358582	4359930	 element 2060 	 positive  
1622	>Human	Hg19	chr6	7163950	7166054	 element 2061 	 positive  
1623	>Human	Hg19	chr9	38038695	38040099	 element 2062 	 positive  
1624	>Human	Hg19	chr6	84761493	84763345	 element 2063 	 positive  
1625	>Human	Hg19	chr6	52253728	52256212	 element 2064 	 positive  
1626	>Human	Hg19	chr10	46052882	46055670	 element 2065 	 positive  
1627	>Human	Hg19	chr17	46128998	46130037	 element 2066 	 negative 
1628	>Human	Hg19	chr6	17714698	17716584	 element 2067 	 negative 
1629	>Human	Hg19	chr17	57863149	57864776	 element 2068 	 negative 
1630	>Human	Hg19	chr4	10107986	10110350	 element 2069 	 negative 
1631	>Human	Hg19	chr1	246469251	246471350	 element 2070 	 positive  
1632	>Human	Hg19	chr7	115993663	115997109	 element 2071 	 positive  
1633	>Human	Hg19	chr17	25898536	25901861	 element 2072 	 negative 
1634	>Human	Hg19	chr11	69054197	69056378	 element 2073 	 positive  
1635	>Human	Hg19	chr8	145235516	145237210	 element 2075 	 negative 
1636	>Human	Hg19	chr11	12281493	12283415	 element 2076 	 negative 
1637	>Human	Hg19	chr7	135742628	135745716	 element 2077 	 positive  
1638	>Human	Hg19	chr12	54412238	54415445	 element 2078 	 positive  
1639	>Human	Hg19	chr7	42532168	42534364	 element 2079 	 negative 
1640	>Human	Hg19	chr11	35808002	35810908	 element 2080 	 negative 
1641	>Human	Hg19	chr7	107587162	107588892	 element 2081 	 positive  
1642	>Human	Hg19	chr7	139910588	139914247	 element 2082 	 positive  
1643	>Human	Hg19	chr3	185462672	185464469	 element 2083 	 negative 
1644	>Human	Hg19	chr21	35915964	35919662	 element 2084 	 positive  
1645	>Human	Hg19	chr4	99576760	99579288	 element 2086 	 negative 
1646	>Human	Hg19	chr1	38728185	38732516	 element 2088 	 positive  
1647	>Human	Hg19	chr1	212704746	212707293	 element 2089 	 positive  
1648	>Human	Hg19	chr11	44289927	44293764	 element 2090 	 positive  
1649	>Human	Hg19	chr3	195846372	195848341	 element 2091 	 negative 
1650	>Human	Hg19	chr4	10317169	10322086	 element 2092 	 negative 
1651	>Human	Hg19	chr1	10795106	10799241	 element 2094 	 positive  
1652	>Human	Hg19	chr11	16896945	16901786	 element 2095 	 negative 
1653	>Human	Hg19	chr11	16913136	16917745	 element 2096 	 positive  
1654	>Human	Hg19	chr2	37750153	37753678	 element 2097 	 negative 
1655	>Human	Hg19	chr3	61793891	61797865	 element 2098 	 negative 
1656	>Human	Hg19	chr4	148973160	148977273	 element 2100 	 positive  
1657	>Human	Hg19	chr20	31563918	31568870	 element 2101 	 positive  
1658	>Human	Hg19	chr6	41417753	41420631	 element 2104 	 positive  
1659	>Human	Hg19	chr6	164168419	164172918	 element 2111 	 negative 
1660	>Human	Hg19	chr4	174601312	174605985	 element 2116 	 negative 
1661	>Human	Hg19	chr3	170999516	171003506	 element 2117 	 negative 
1662	>Human	Hg19	chr3	171011050	171015963	 element 2118 	 negative 
1663	>Human	Hg19	chr3	171022891	171027653	 element 2119 	 negative 
1664	>Human	Hg19	chr3	171039744	171043753	 element 2120 	 positive  
1665	>Human	Hg19	chr1	11906876	11908666	 element 2123 	 positive  
1666	>Human	Hg19	chr1	11940877	11944112	 element 2124 	 negative 
1667	>Human	Hg19	chr1	11945528	11949490	 element 2125 	 positive  
1668	>Human	Hg19	chr1	147220710	147225901	 element 2126 	 positive  
1669	>Human	Hg19	chr1	156059426	156062550	 element 2127 	 negative 
1670	>Human	Hg19	chr1	156065479	156069043	 element 2128 	 negative 
1671	>Human	Hg19	chr1	156072303	156076849	 element 2129 	 positive  
1672	>Human	Hg19	chr1	227014699	227016924	 element 2131 	 negative 
1673	>Human	Hg19	chr1	227106400	227109773	 element 2132 	 negative 
1674	>Human	Hg19	chr1	230886439	230890074	 element 2133 	 positive  
1675	>Human	Hg19	chr1	236802183	236804214	 element 2134 	 negative 
1676	>Human	Hg19	chr1	236851383	236853715	 element 2135 	 positive  
1677	>Human	Hg19	chr1	236910038	236910629	 element 2136 	 negative 
1678	>Human	Hg19	chr1	237160612	237163517	 element 2137 	 positive  
1679	>Human	Hg19	chr1	237174518	237176845	 element 2138 	 positive  
1680	>Human	Hg19	chr1	237192467	237195956	 element 2139 	 negative 
1681	>Human	Hg19	chr10	75723857	75727727	 element 2142 	 positive  
1682	>Human	Hg19	chr10	88443829	88449326	 element 2143 	 positive  
1683	>Human	Hg19	chr11	19194084	19196536	 element 2144 	 positive  
1684	>Human	Hg19	chr11	19227932	19231643	 element 2145 	 positive  
1685	>Human	Hg19	chr11	19238352	19241998	 element 2146 	 negative 
1686	>Human	Hg19	chr11	2552386	2556805	 element 2147 	 negative 
1687	>Human	Hg19	chr12	111356757	111359191	 element 2149 	 positive  
1688	>Human	Hg19	chr12	22044071	22045600	 element 2151 	 positive  
1689	>Human	Hg19	chr12	98883495	98887039	 element 2152 	 negative 
1690	>Human	Hg19	chr14	23847667	23850830	 element 2153 	 negative 
1691	>Human	Hg19	chr14	23866401	23868864	 element 2154 	 negative 
1692	>Human	Hg19	chr14	23873777	23878652	 element 2155 	 positive  
1693	>Human	Hg19	chr14	73645468	73648977	 element 2156 	 negative 
1694	>Human	Hg19	chr14	76459638	76463620	 element 2157 	 positive  
1695	>Human	Hg19	chr14	76477329	76482203	 element 2158 	 negative 
1696	>Human	Hg19	chr15	63382545	63386341	 element 2160 	 positive  
1697	>Human	Hg19	chr15	73666606	73670858	 element 2161 	 positive  
1698	>Human	Hg19	chr17	37815763	37818960	 element 2162 	 negative 
1699	>Human	Hg19	chr17	39893776	39897477	 element 2163 	 negative 
1700	>Human	Hg19	chr18	29066159	29070306	 element 2166 	 positive  
1701	>Human	Hg19	chr2	220293872	220296961	 element 2169 	 positive  
1702	>Human	Hg19	chr2	71718006	71721213	 element 2170 	 positive  
1703	>Human	Hg19	chr2	71728919	71733874	 element 2171 	 negative 
1704	>Human	Hg19	chr2	71839666	71844519	 element 2172 	 negative 
1705	>Human	Hg19	chr20	32009624	32013185	 element 2173 	 positive  
1706	>Human	Hg19	chr21	35706876	35710787	 element 2174 	 positive  
1707	>Human	Hg19	chr21	35817695	35821340	 element 2175 	 negative 
1708	>Human	Hg19	chr3	38602635	38607552	 element 2176 	 negative 
1709	>Human	Hg19	chr3	38619853	38622987	 element 2177 	 positive  
1710	>Human	Hg19	chr3	52461982	52465131	 element 2179 	 positive  
1711	>Human	Hg19	chr3	52500679	52503714	 element 2180 	 negative 
1712	>Human	Hg19	chr5	137029967	137032927	 element 2181 	 positive  
1713	>Human	Hg19	chr5	172682692	172685952	 element 2184 	 negative 
1714	>Human	Hg19	chr5	172692201	172696969	 element 2185 	 positive  
1715	>Human	Hg19	chr5	172705328	172708211	 element 2186 	 negative 
1716	>Human	Hg19	chr6	118857205	118859776	 element 2188 	 positive  
1717	>Human	Hg19	chr6	118878956	118881186	 element 2189 	 negative 
1718	>Human	Hg19	chr6	7561160	7562735	 element 2191 	 positive  
1719	>Human	Hg19	chr7	150659986	150663432	 element 2192 	 positive  
1720	>Human	Hg19	chr7	151383342	151387674	 element 2193 	 positive  
1721	>Human	Hg19	chr7	151389885	151395078	 element 2194 	 positive  
1722	>Human	Hg19	chr7	151408696	151411333	 element 2196 	 negative 
1723	>Human	Hg19	chr7	151439778	151443512	 element 2198 	 negative 
1724	>Human	Hg19	chr7	151450033	151453713	 element 2199 	 positive  
1725	>Human	Hg19	chr7	151453949	151457105	 element 2200 	 positive  
1726	>Human	Hg19	chr8	11557315	11561006	 element 2204 	 positive  
1727	>Human	Hg19	chr8	11596784	11601556	 element 2205 	 positive  
1728	>Human	Hg19	chr9	139462959	139468347	 element 2207 	 positive  
1729	>Human	Hg19	chr16	58528894	58531192	 element 2211 	 negative 
1730	>Human	Hg19	chr1	109795696	109798850	 element 2216 	 positive  
1731	>Human	Hg19	chr17	38224836	38229126	 element 2218 	 negative 
1732	>Human	Hg19	chr10	79935570	79940095	 element 2223 	 positive  
1733	>Human	Hg19	chr20	31112334	31117114	 element 2225 	 positive  
1734	>Human	Hg19	chr11	2610931	2614716	 element 2227 	 negative 
1735	>Human	Hg19	chr5	176816376	176819189	 element 2229 	 positive  
1736	>Human	Hg19	chr15	31595790	31600208	 element 2231 	 positive  
1737	>Human	Hg19	chr3	156845778	156849158	 element 2232 	 negative 
1738	>Human	Hg19	chr6	3246856	3249920	 element 2234 	 negative 
1739	>Human	Hg19	chr10	10335147	10338188	 element 2237 	 negative 
1740	>Human	Hg19	chr22	32019365	32023822	 element 2240 	 positive  
1741	>Human	Hg19	chr17	71536599	71539247	 element 2241 	 negative 
1742	>Human	Hg19	chr21	44010872	44014322	 element 2248 	 positive  
1743	>Human	Hg19	chr7	99594233	99596427	 element 2249 	 negative 
1744	>Human	Hg19	chr2	145267267	145269283	 element 2256 	 negative 
1745	>Human	Hg19	chr7	147972273	147975381	 element 2258 	 negative 
1746	>Human	Hg19	chr7	19150461	19154049	 element 2261 	 negative 
1747	>Human	Hg19	chr1	109816874	109818905	 element 2263 	 positive  
1748	>Human	Hg19	chr3	38572887	38576032	 element 2266 	 positive  
1749	>Human	Hg19	chr3	38584158	38586744	 element 2267 	 positive  
1750	>Human	Hg19	chr3	38763627	38768407	 element 2268 	 positive  
1751	>Human	Hg19	chr1	26419853	26424743	 element 2271 	 positive  
1752	>Human	Hg19	chr1	11847301	11852413	 element 2272 	 negative 
1753	>Human	Hg19	chr11	61628739	61631797	 element 2273 	 negative 
1754	>Human	Hg19	chr1	3244561	3248729	 element 2274 	 negative 
1755	>Human	Hg19	chr1	3237396	3240369	 element 2275 	 negative 
1756	>Human	Hg19	chr8	125858653	125861825	 element 2276 	 negative 
1757	>Human	Hg19	chr1	204261217	204266185	 element 2279 	 negative 
1758	>Human	Hg19	chr18	32695989	32699504	 element 2280 	 negative 
1759	>Human	Hg19	chr15	99273505	99276775	 element 2281 	 negative 
1760	>Human	Hg19	chr6	118692274	118696406	 element 2282 	 negative 
1761	>Human	Hg19	chr6	118697145	118699852	 element 2283 	 negative 
1762	>Human	Hg19	chr7	35288122	35290125	 element 2284 	 negative 
1763	>Human	Hg19	chr6	7537114	7539892	 element 2285 	 positive  
1764	>Human	Hg19	chr7	35424312	35427325	 element 2286 	 positive  
1765	>Human	Hg19	chr11	10372744	10374700	 element 2289 	 positive  
1766	>Human	Hg19	chr17	53361463	53363899	 element 2291 	 positive  
1767	>Human	Hg19	chr6	85980888	85984064	 element 2297 	 negative 
1768	>Human	Hg19	chr6	85825565	85829412	 element 2298 	 negative 
1769	>Human	Hg19	chr6	85786519	85788823	 element 2300 	 negative 
1770	>Human	Hg19	chr6	85895615	85898006	 element 2301 	 negative 
1771	>Human	Hg19	chr22	19709968	19711182	 element 2302 	 negative 
1772	>Human	Hg19	chr4	4458793	4459656	 element 2303 	 negative 
1773	>Human	Hg19	chr14	95898225	95898738	 element 2304 	 negative 
1774	>Human	Hg19	chr9	99277745	99278295	 element 2305 	 negative 
1775	>Human	Hg19	chr7	18868716	18870405	 element 2306 	 positive  
1776	>Human	Hg19	chr7	18874272	18875369	 element 2307 	 positive  
1777	>Human	Hg19	chr7	95705089	95705696	 element 2308 	 positive  
1778	>Human	Hg19	chr7	95726279	95727680	 element 2309 	 positive  
1779	>Human	Hg19	chr7	96221075	96221574	 element 2310 	 negative 
1780	>Human	Hg19	chr7	96124918	96125415	 element 2311 	 positive  
1781	>Human	Hg19	chr7	96075405	96075991	 element 2312 	 positive  
1782	>Human	Hg19	chr7	95765880	95766473	 element 2313 	 positive  
1783	>Human	Hg19	chr7	95696530	95697029	 element 2314 	 negative 
1784	>Human	Hg19	chr7	69325868	69327684	 element 2315 	 positive  
1785	>Human	Hg19	chr7	69646374	69649029	 element 2316 	 positive  
1786	>Human	Hg19	chr7	69720457	69721867	 element 2317 	 positive  
1787	>Human	Hg19	chr7	69731835	69734096	 element 2318 	 positive  
1788	>Human	Hg19	chr6	100904128	100905067	 element 2319 	 positive  
1789	>Human	Hg19	chr6	136644543	136647656	 element 2320 	 negative 
1790	>Human	Hg19	chr2	122712120	122715253	 element 2321 	 positive  
1791	>Human	Hg19	chr1	95548541	95551861	 element 2322 	 negative 
1792	>Human	Hg19	chr13	29141138	29144709	 element 2323 	 negative 
1793	>Human	Hg19	chr14	54419578	54420499	 element 2324 	 negative 
1794	>Human	Hg19	chr5	125344507	125346243	 element 2325 	 positive  
1795	>Human	Hg19	chr10	43581812	43582888	 element 2326 	 positive  
1796	>Human	Hg19	chr10	43447274	43448627	 element 2327 	 positive  
1797	>Human	Hg19	chr7	84442634	84444146	 element 2328 	 positive  
1798	>Human	Hg19	chr12	114885212	114886394	 element 2329 	 negative 
1799	>Human	Hg19	chr14	23911613	23912923	 element 2330 	 positive  
1800	>Human	Hg19	chr2	166981977	166984957	 element 2331 	 negative 
1801	>Human	Hg19	chr2	166095834	166097989	 element 2332 	 negative 
1802	>Human	Hg19	chr21	38806376	38808657	 element 2333 	 positive  
1803	>Human	Hg19	chr15	93458856	93462478	 element 2334 	 negative 
1804	>Human	Hg19	chr18	42294960	42297739	 element 2335 	 positive  
1805	>Human	Hg19	chr18	42405485	42407889	 element 2336 	 positive  
1806	>Human	Hg19	chr2	162226815	162229460	 element 2337 	 positive  
1807	>Human	Hg19	chr6	156967553	156970875	 element 2338 	 negative 
1808	>Human	Hg19	chr6	157273201	157276230	 element 2339 	 negative 
1809	>Human	Hg19	chr1	151474074	151475374	 element 2341 	 negative 
1810	>Human	Hg19	chr9	130423501	130424319	 element 2342 	 positive  
1811	>Human	Hg19	chr2	50198770	50202611	 element 2343 	 positive  
1812	>Human	Hg19	chr5	88184058	88185811	 element 2344 	 negative 
1813	>Human	Hg19	chr4	23932061	23933692	 element 2346 	 positive  
1814	>Human	Hg19	chr22	47048605	47050100	 element 2349 	 negative 
1815	>Human	Hg19	chr10	97267716	97269342	 element 2353 	 positive  
1816	>Human	Hg19	chr1	214280595	214282080	 element 2357 	 positive  
1817	>Human	Hg19	chr3	42113230	42114717	 element 2359 	 negative 
1818	>Human	Hg19	chr17	55618678	55620173	 element 2371 	 negative 
1819	>Human	Hg19	chr2	109252387	109254056	 element 2372 	 negative 
1820	>Human	Hg19	chr20	43201171	43202669	 element 2373 	 negative 
1821	>Human	Hg19	chr1	225954390	225955885	 element 2374 	 positive  
1822	>Human	Hg19	chr17	71287045	71288497	 element 2375 	 negative 
1823	>Human	Hg19	chr6	163630391	163631925	 element 2377 	 negative 
1824	>Human	Hg19	chr11	12203825	12205249	 element 2378 	 negative 
1825	>Human	Hg19	chr20	46012576	46013656	 element 2380 	 negative 
1826	>Human	Hg19	chr3	186123841	186125332	 element 2382 	 negative 
1827	>Human	Hg19	chr2	20778294	20779806	 element 2384 	 positive  
1828	>Human	Hg19	chr7	130012949	130014460	 element 2387 	 negative 
1829	>Human	Hg19	chr20	17839843	17841338	 element 2393 	 negative 
1830	>Human	Hg19	chr6	108909808	108911282	 element 2394 	 negative 
1831	>Human	Hg19	chr6	46020500	46022001	 element 2397 	 negative 
1832	>Human	Hg19	chr6	43760764	43762277	 element 2399 	 negative 
1833	>Human	Hg19	chr21	29655315	29656764	 element 2400 	 negative 
1834	>Human	Hg19	chr11	8753701	8755208	 element 2403 	 negative 
1835	>Human	Hg19	chr1	203660971	203662806	 element 2404 	 negative 
1836	>Human	Hg19	chr6	17931980	17933492	 element 2405 	 negative 
1837	>Human	Hg19	chr4	129278773	129280245	 element 2412 	 negative 
1838	>Human	Hg19	chr4	47826466	47828052	 element 2414 	 positive  
1839	>Human	Hg19	chr22	28028233	28029715	 element 2415 	 negative 
1840	>Human	Hg19	chr4	128406285	128407745	 element 2417 	 negative 
1841	>Human	Hg19	chr1	92310736	92312231	 element 2418 	 negative 
1842	>Human	Hg19	chr7	82039621	82041108	 element 2419 	 positive  
1843	>Human	Hg19	chr10	5627988	5629809	 element 2420 	 negative 
1844	>Human	Hg19	chr5	125995893	125996243	 element 2489 	 negative 
1845	>Human	Hg19	chrX	153593214	153596578	 element 2491 	 negative 
1846	>Human	Hg19	chr12	111366525	111369682	 element 2493 	 positive  
1847	>Human	Hg19	chr7	156583782	156584569	 element 2496 	 positive  
1848	>Human	Hg19	chr10	43476085	43477685	 element 2497 	 positive  
1849	>Human	Hg19	chr10	43551890	43553889	 element 2498 	 positive  
1850	>Human	Hg19	chr15	79151012	79154383	 element 2500 	 negative 
1851	>Human	Hg19	chr4	174367472	174372568	 element 2501 	 positive  
1852	>Human	Hg19	chr4	186485782	186492632	 element 2502 	 positive  
1853	>Human	Hg19	chr4	120655056	120657889	 element 2504 	 negative 
1854	>Human	Hg19	chr7	95256851	95261581	 element 2505 	 positive  
1855	>Human	Hg19	chr8	118741264	118745257	 element 2506 	 negative 
1856	>Human	Hg19	chr11	126278452	126283240	 element 2507 	 negative 
1857	>Human	Hg19	chr22	39685736	39689733	 element 2508 	 negative 
1858	>Human	Hg19	chr10	44756101	44758285	 element 2509 	 positive  
1859	>Human	Hg19	chr15	88943403	88946491	 element 2510 	 positive  
1860	>Human	Hg19	chr2	69103240	69108615	 element 2511 	 positive  
1861	>Human	Hg19	chr1	3337000	3341930	 element 2512 	 negative 
1862	>Human	Hg19	chr18	49022569	49026479	 element 2513 	 negative 
1863	>Human	Hg19	chr8	1980727	1986422	 element 2514 	 positive  
1864	>Human	Hg19	chr15	79116891	79119066	 element 2515 	 negative 
1865	>Human	Hg19	chr8	129938964	129943378	 element 2523 	 negative 
1866	>Human	Hg19	chr1	94552178	94554286	 element 2524 	 negative 
1867	>Human	Hg19	chr1	94546405	94548669	 element 2525 	 negative 
1868	>Human	Hg19	chr16	53808915	53811637	 element 2528 	 negative 
1869	>Human	Hg19	chr16	11733520	11735796	 element 2530 	 negative 
1870	>Human	Hg19	chr11	95069766	95073305	 element 2531 	 positive  
1871	>Human	Hg19	chr1	212697966	212699818	 element 2532 	 negative 
1872	>Human	Hg19	chr1	178505089	178507211	 element 2534 	 negative 
1873	>Human	Hg19	chr5	2011184	2012978	 element 2535 	 negative 
1874	>Human	Hg19	chr1	218631917	218634863	 element 2536 	 negative 
1875	>Human	Hg19	chr9	18361104	18364175	 element 2537 	 positive  
1876	>Human	Hg19	chr9	137257071	137259385	 element 2538 	 negative 
1877	>Human	Hg19	chr4	140479717	140483152	 element 2539 	 negative 
1878	>Human	Hg19	chr12	91531664	91537471	 element 2540 	 positive  
1879	>Human	Hg19	chr11	2030706	2036013	 element 2541 	 negative 
1880	>Human	Hg19	chr1	201323367	201328049	 element 2542 	 negative 
1881	>Human	Hg19	chr22	18267677	18270858	 element 2543 	 positive  
1882	>Human	Hg19	chr6	132274880	132277674	 element 2544 	 negative 
1883	>Human	Hg19	chr17	43889821	43891511	 element 2546 	 negative 
1884	>Human	Hg19	chr20	22382513	22385800	 element 2547 	 positive  
1885	>Human	Hg19	chr17	8575321	8580279	 element 2548 	 positive  
1886	>Human	Hg19	chr2	42181312	42185462	 element 2552 	 negative 
1887	>Human	Hg19	chr2	42190023	42195800	 element 2553 	 positive  
1888	>Human	Hg19	chr8	133425146	133427889	 element 2563 	 positive  
1889	>Human	Hg19	chr14	29242778	29245216	 element 2564 	 negative 
1890	>Human	Hg19	chr20	55730083	55734489	 element 2565 	 positive  
1891	>Human	Hg19	chr4	6770024	6775277	 element 2566 	 negative 
1892	>Human	Hg19	chr5	1839301	1842792	 element 2567 	 positive  
1893	>Human	Hg19	chr6	125904556	125907476	 element 2568 	 negative 
1894	>Human	Hg19	chr4	72721723	72725061	 element 2570 	 positive  
1895	>Human	Hg19	chr3	156964955	156970887	 element 2571 	 positive  
1896	>Human	Hg19	chr1	201958827	201961258	 element 2572 	 positive  
1897	>Human	Hg19	chr12	56050277	56055680	 element 2573 	 positive  
1898	>Human	Hg19	chr16	89398798	89404255	 element 2574 	 negative 
1899	>Human	Hg19	chr2	221966861	221971455	 element 2575 	 negative 
1900	>Human	Hg19	chr6	159545789	159548844	 element 2576 	 positive  
1901	>Human	Hg19	chr15	44476548	44480858	 element 2577 	 negative 
1902	>Human	Hg19	chr2	157255787	157258271	 element 2582 	 negative 
1903	>Human	Hg19	chr6	17224764	17228718	 element 2584 	 negative 
1904	>Human	Hg19	chr1	53586278	53591055	 element 2585 	 positive  
1905	>Human	Hg19	chr14	54085571	54088690	 element 2586 	 negative 
1906	>Human	Hg19	chr22	23646422	23650174	 element 2587 	 negative 
1907	>Human	Hg19	chr11	117090514	117093867	 element 2588 	 negative 
1908	>Human	Hg19	chr17	17469603	17474582	 element 2589 	 negative 
1909	>Human	Hg19	chr2	106102417	106107631	 element 2590 	 positive  
1910	>Human	Hg19	chr8	119035297	119039719	 element 2591 	 negative 
1911	>Human	Hg19	chr4	124703587	124708683	 element 2592 	 negative 
1912	>Human	Hg19	chr4	174576731	174579214	 element 2642 	 negative 
1913	>Mouse	mm9	chr1	52136377	52136981	 element 1 	 negative 
1914	>Mouse	mm9	chr15	52166424	52166999	 element 2 	 negative 
1915	>Mouse	mm9	chr12	112380949	112381824	 element 3 	 positive  
1916	>Mouse	mm9	chr3	137446183	137449401	 element 4 	 positive  
1917	>Mouse	mm9	chr13	106327355	106329352	 element 5 	 positive  
1918	>Mouse	mm9	chr12	106177540	106178279	 element 6 	 negative 
1919	>Mouse	mm9	chr14	61623576	61624578	 element 7 	 positive  
1920	>Mouse	mm9	chr4	139774060	139775558	 element 8 	 negative 
1921	>Mouse	mm9	chr8	47855925	47857600	 element 9 	 positive  
1922	>Mouse	mm9	chr4	89093102	89095795	 element 10 	 positive  
1923	>Mouse	mm9	chr14	61623904	61624091	 element 11 	 negative 
